日付,原水温度 (℃),1段目ROﾓｼﾞｭｰﾙ入口圧力 (MPa),1段目ROﾓｼﾞｭｰﾙ出口圧力 (MPa),1段目ROﾓｼﾞｭｰﾙ差圧 (MPa),1段目透過水水質 (mS/m),1段目透過水温度 (℃),1段目透過水水量 (L/min),濃縮水排水量 (L/min),1段目ﾘﾀｰﾝ水量 (L/min),原水回収率 (%),ﾎﾟﾝﾌﾟ周波数(P2) (Hz),TF,RO膜交換
2000/1/11,25.27000895,0.617537462,0.546988061,0.041712538,0.179541046,27.05498324,30.30906622,17.04646869,29.03971184,67.0415542,56.04374595,0.740365507,-0.018688383
2000/1/12,25.26501598,0.506540922,0.529123853,0.027015383,0.167345152,29.25288753,29.7192538,14.49129844,28.29968516,65.48278553,49.16663665,1.031333566,0.012703649
2000/1/13,26.79329883,0.603230039,0.35553411,0.037527641,0.198767806,26.69366228,30.91285105,14.72809703,33.25842757,67.99802963,49.49670522,0.960840065,-0.038225836
2000/1/14,22.13898586,0.605204145,0.52520558,0.029446071,0.164561187,26.80726137,29.49949078,15.56824687,29.69115759,63.83048243,48.9749428,0.91329088,-0.029578066
2000/1/15,22.54576032,0.517896637,0.648157207,0.022316451,0.170416106,26.80012643,30.45885895,14.54321324,30.24394972,65.77283966,52.73174334,1.111634788,0.01062413
2000/1/16,25.05649647,0.60745424,0.613022413,0.031881535,0.193828566,29.61663201,30.14869954,14.68801023,30.1219187,65.12783001,51.60824022,0.964708664,0.032078864
2000/1/17,24.08353363,0.524045832,0.621122498,0.031129318,0.158215786,24.52707732,29.57937576,15.67076831,27.97532053,64.18374618,50.45435369,0.977695462,-0.013517911
2000/1/18,26.94940066,0.545080521,0.518486382,0.025015833,0.178005595,30.62800106,30.23951428,16.05336739,29.6054476,67.74502322,47.33774914,1.110847371,0.014740779
2000/1/19,24.30986769,0.515884367,0.489531309,0.025593591,0.143880373,24.38252754,30.69949663,16.39054571,28.90096026,66.88935238,47.97683514,1.302041213,0.007115937
2000/1/20,23.22086022,0.438585838,0.688216513,0.029610169,0.157135079,25.48716633,30.1291434,15.07041862,28.86714893,67.6494359,50.95426997,0.911733298,0.013448871
2000/1/21,29.43588772,0.602060664,0.505916489,0.031285883,0.183660062,28.44667903,30.13666192,15.65991219,30.10801842,65.87366495,51.07928411,0.847781336,-0.020011374
2000/1/22,25.7832029,0.647572719,0.587584275,0.018664014,0.158889547,29.05082343,29.43779541,15.46179076,27.78039297,67.94521648,50.45570331,0.831071313,-0.003599122
2000/1/23,26.41660306,0.640280251,0.574091909,0.034433612,0.166939157,23.9020586,30.89089497,15.25943978,27.23437548,66.45647945,52.22966863,1.048188105,-0.000240885
2000/1/24,23.19398597,0.671871247,0.708077402,0.027507725,0.185662071,24.55955351,30.81909817,14.51002601,30.45881572,65.55581696,47.31309233,0.816043734,0.046243443
2000/1/25,25.09516245,0.620547027,0.657480818,0.023760876,0.166314616,27.45895637,29.77079578,14.39567949,28.50559337,65.28241097,51.28845648,0.922284908,-0.03249634
2000/1/26,26.51031458,0.531786825,0.423573578,0.033932146,0.191611988,31.83082264,29.97703391,15.84286549,28.85795604,63.07864227,51.14362021,0.935310343,-0.041550279
2000/1/27,23.78516753,0.673915434,0.434688153,0.029615001,0.180656402,29.50765984,31.08542261,14.49491468,25.8671705,68.23919947,48.00242243,1.208087511,0.091650226
2000/1/28,27.08210532,0.446368977,0.616976842,0.035163266,0.184626319,26.34632461,29.24991625,13.64622875,31.32814763,68.05315012,48.92202057,1.154242569,0.010262389
2000/1/29,24.97367595,0.493681286,0.550597451,0.031680615,0.199156363,21.75348152,30.5019228,15.21501542,30.49902157,71.12996998,52.30313018,0.74995614,0.017508615
2000/1/30,25.64085212,0.487102071,0.510265645,0.029713918,0.182535809,27.04389287,29.66413277,16.55173622,30.84658341,65.78131807,47.53185855,1.212297657,0.020341946
2000/1/31,24.97136974,0.698811145,0.662043602,0.029037201,0.204531164,27.63761975,31.34755639,12.73117234,30.24089732,65.23665567,56.9153017,0.79743593,0.024266036
2000/2/1,30.27082592,0.684595321,0.576581438,0.031880926,0.19320739,26.06158081,30.11228404,14.98437609,26.64676997,63.54016358,51.945314,1.001305333,0.028111352
2000/2/2,26.24162613,0.637424156,0.562650018,0.027870066,0.167320242,25.07146046,30.97459005,15.85054248,29.94191588,67.90403859,50.34831377,0.853957096,0.024404343
2000/2/3,23.9866143,0.697969573,0.637710494,0.025905273,0.200097912,27.20789266,29.51809175,13.60435841,28.35920039,67.52668035,49.84085782,0.920051025,0.035009218
2000/2/4,28.04708502,0.495896351,0.518527659,0.032450154,0.181526153,24.87781246,29.16709711,15.051794,27.69123458,68.87442972,52.55077401,0.832352496,0.005979501
2000/2/5,23.63432413,0.623058936,0.719098743,0.029074086,0.169643742,30.83236319,29.89780746,14.21926656,30.45376085,64.82698158,49.42618058,1.225731276,0.0333516
2000/2/6,26.72182121,0.573993992,0.475914798,0.029870918,0.181788137,30.07986762,30.25582023,14.33817716,32.64137884,67.50460869,49.53306415,0.956814089,0.058150197
2000/2/7,22.03880548,0.674662976,0.625027974,0.034595875,0.19683528,28.2629984,29.69862848,14.88181823,32.32947549,65.47400584,54.2813703,1.010976956,0.006842395
2000/2/8,23.4025149,0.575024463,0.705199917,0.029211077,0.184975676,27.06096047,30.61288279,14.23392764,30.68432639,68.53326959,49.26934682,0.818745731,0.015459984
2000/2/9,26.69590175,0.547091619,0.415107851,0.029787976,0.209647293,25.4745921,29.91531817,14.1591785,29.45239567,67.20921771,50.85212986,0.767974171,-0.016624083
2000/2/10,27.86551526,0.642975467,0.521806532,0.027037152,0.196369828,26.82720122,28.56704455,15.19032124,29.10245147,63.77913403,48.51746257,0.911780398,-0.004070428
2000/2/11,26.64084892,0.677696029,0.67510587,0.031648338,0.186204702,30.33912849,30.46483763,17.24562459,27.8014284,66.1148683,51.1724141,1.054799275,0.011589898
2000/2/12,26.02102776,0.517741657,0.676657617,0.031286242,0.158251341,28.70882429,29.43076859,15.92473037,29.00011834,63.13568639,52.01005072,0.959575423,-0.010858957
2000/2/13,25.62053105,0.580632245,0.539539375,0.033751834,0.173522122,27.30209007,29.80606936,16.15197216,31.22511965,64.42256881,54.88127514,1.121906365,0.003713323
2000/2/14,23.07785978,0.477342246,0.481422945,0.027128986,0.178058175,28.82585496,31.18549797,15.96025557,32.95226382,64.52174422,48.05605617,0.995955463,0.011241257
2000/2/15,24.71624794,0.328250998,0.655883729,0.027671879,0.189334719,28.02542231,31.34376249,14.61654605,27.96764822,65.2790452,46.72623859,0.978521687,0.04691608
2000/2/16,25.27601012,0.607717596,0.679372094,0.03326566,0.188264772,27.70950639,29.65197214,15.52298545,25.74212754,65.89926744,49.80272802,1.056821409,-0.025214819
2000/2/17,28.553662,0.650017416,0.437050249,0.030849397,0.179824197,28.94556947,30.48283013,16.23032485,28.50698434,66.59985619,48.89020481,0.992419797,0.013626095
2000/2/18,27.01282815,0.614097814,0.432999847,0.0256652,0.178936633,27.96495461,29.66869978,15.98819006,31.21649003,66.51781035,50.45742835,1.117387385,-0.01736082
2000/2/19,22.46343399,0.385055171,0.580481899,0.035567771,0.18976461,28.68745215,29.85990309,15.41845595,33.4227322,66.29086811,51.85734129,1.059798206,0.024089101
2000/2/20,26.97064318,0.550622436,0.622183073,0.022119811,0.161273286,27.21259288,29.63015609,15.71105589,31.98333818,66.87500009,56.39760244,1.112490125,0.026492938
2000/2/21,25.4391767,0.357218911,0.526374534,0.033230518,0.207357999,26.33357067,28.82430554,17.45753542,31.93658937,64.28071437,49.32163468,1.083680878,0.051660599
2000/2/22,24.80893978,0.728807623,0.627335886,0.024058634,0.139827236,25.71153193,30.13505576,15.99817343,27.90518229,66.44998129,44.73999994,1.179038275,-0.011961731
2000/2/23,27.5917077,0.474482466,0.483954761,0.038159954,0.203025662,25.45947568,30.27417819,14.96025844,27.95837991,68.68205976,49.87778268,1.100340278,0.005319065
2000/2/24,28.49724921,0.716970644,0.339012662,0.022808322,0.175949809,23.4754204,29.58316506,15.17701224,27.00961779,66.05812551,51.41072015,1.236406249,0.025239356
2000/2/25,28.28190207,0.684914412,0.5134926,0.034877234,0.19485507,24.9419574,30.85025327,14.29595114,28.25279709,67.1411011,47.97196833,0.897407333,0.020840165
2000/2/26,24.45845757,0.493689678,0.563761911,0.029355367,0.183330032,24.88079039,29.75240966,17.35340434,31.23564516,66.98853109,51.10636146,1.10120674,-0.07434261
2000/2/27,25.60302011,0.469642934,0.528771645,0.028080081,0.183008751,25.7978822,29.60750834,16.68534471,32.57713277,67.74384424,50.85577707,0.773061581,-0.019880185
2000/2/28,26.98614745,0.62324277,0.437675614,0.030550381,0.186765751,30.17612215,30.44588393,15.31837013,30.16194713,66.80080978,51.17452729,1.117838219,0.018162332
2000/2/29,28.37749373,0.49951678,0.369872325,0.032548569,0.191363209,26.53785263,28.95518014,17.20398678,29.02771182,67.71612822,52.55890218,0.985924296,-0.005430779
2000/3/1,25.2359822,0.597571023,0.504185752,0.025673334,0.17083188,27.38263735,30.7197742,15.81205466,27.49509251,67.16179173,50.28227038,1.116316732,0.025462944
2000/3/2,25.8698375,0.536954397,0.649869568,0.026069893,0.195436416,27.44938756,29.77684022,14.85626306,29.29700626,67.40773486,51.92389225,1.22632203,0.032439514
2000/3/3,23.88160917,0.402495504,0.686868979,0.0326278,0.15719756,30.22972223,30.77928682,16.05841059,29.89305842,67.05494336,45.81172647,1.096217183,-0.005542545
2000/3/4,23.68752855,0.355963702,0.679801824,0.022080015,0.176668928,25.65351916,30.99458344,15.60192222,26.74663691,64.67916786,47.99085692,0.916430988,0.019091242
2000/3/5,28.02544849,0.610433494,0.473039611,0.027106161,0.191848859,26.40042875,30.52776107,15.99674732,31.24957227,64.4102996,49.60803538,0.816420966,0.044965471
2000/3/6,29.19961616,0.528800874,0.43818095,0.043328341,0.194718621,26.64651076,29.48160487,14.0128395,28.70896584,65.75080712,47.87950201,1.05695444,0.031726478
2000/3/7,26.11526572,0.529677837,0.608486521,0.025388656,0.185079313,29.27552916,29.16543795,14.51514546,31.13616146,68.87420116,50.51484612,0.935213023,-0.02239708
2000/3/8,28.43793419,0.659023088,0.622775343,0.034857329,0.169666968,29.71464763,29.0334256,16.58160837,29.48885695,66.04853297,49.60228146,1.075851956,-0.004684718
2000/3/9,27.05173801,0.708482492,0.598531894,0.027098456,0.192944777,27.87516421,30.86114545,16.76559081,30.07073711,66.83757261,49.31213071,0.902509084,0.001747068
2000/3/10,24.87761772,0.558731898,0.349397125,0.031998769,0.16468746,29.47941055,29.969461,16.51566406,28.18392874,63.10421725,52.79980172,0.839896068,-0.027375752
2000/3/11,27.05121881,0.551684031,0.467779283,0.032649061,0.208366504,27.2470206,29.63487751,17.23799067,28.85871221,66.64766761,50.71600404,0.94175922,0.033284131
2000/3/12,29.59221141,0.638753676,0.554173011,0.03477299,0.175237358,26.50603261,29.9714191,15.76258458,30.72189975,66.47085341,47.67481465,1.051761784,-0.018594787
2000/3/13,26.19340637,0.446429248,0.607514801,0.028824522,0.14898501,29.36478096,30.84508743,15.69940285,29.26115893,61.946575,48.92612922,0.995663356,-0.002152433
2000/3/14,29.64967025,0.610067793,0.636418371,0.038621328,0.155208945,27.90273748,30.62760288,14.42265136,27.42286336,66.80695869,52.45965521,0.857135291,0.033339977
2000/3/15,20.61335311,0.644112324,0.572122845,0.027083304,0.17755259,25.31515325,30.38248824,14.72170565,29.72017262,63.62289362,51.01786825,1.244244193,-0.012727235
2000/3/16,28.04569773,0.657404024,0.591371683,0.030768876,0.179288035,28.98123209,30.52612758,13.45624551,30.23778035,65.14064267,53.61285268,0.957014433,-0.009266977
2000/3/17,26.45875465,0.38638171,0.565994343,0.030818356,0.212304436,26.43010821,30.19637673,14.95457117,32.10201802,67.96061721,52.70280264,0.642557856,0.011142101
2000/3/18,25.62505817,0.508109265,0.627988647,0.024699678,0.158027039,26.17131581,30.28422651,13.39308155,31.68594056,66.58816262,49.48422235,1.115649747,-0.011454293
2000/3/19,26.46893405,0.496001937,0.589522634,0.028441364,0.177477143,28.76033764,30.22580838,16.21528735,29.38742132,65.59467146,54.23688073,0.975919467,0.047278735
2000/3/20,21.97855717,0.597301999,0.564020465,0.030443499,0.157649534,26.68325133,30.06653097,15.59271297,28.47589935,65.45427278,54.45127388,0.95230753,-0.026777354
2000/3/21,25.79638556,0.636744716,0.529542625,0.027786873,0.167875936,27.69402295,30.60932852,13.42216832,29.07835743,65.64461293,45.84699964,0.949364173,-0.068504588
2000/3/22,27.04196947,0.741961074,0.565625523,0.040644289,0.20714971,28.27151746,30.32685369,15.07289135,28.52046832,66.59379894,50.58044759,0.950198255,0.026417223
2000/3/23,29.46233178,0.535697362,0.607243729,0.025967697,0.156261728,25.21485175,29.43208124,17.01236532,30.46530451,64.36130809,49.0654416,1.224761744,-0.009901052
2000/3/24,25.15155322,0.535427371,0.584838624,0.034998842,0.187357358,27.68533249,30.44759226,15.1306009,31.47654122,68.17368754,49.81917684,1.046367491,-0.023515869
2000/3/25,24.52480683,0.706020775,0.596535789,0.033553515,0.183854499,29.72600245,30.24469939,14.34609425,31.85076073,64.44834152,48.37175324,1.016129527,0.012529526
2000/3/26,25.18721393,0.617671783,0.695797795,0.02965866,0.176328975,24.84775961,30.50705592,13.63851277,28.73107417,63.49815092,48.04544943,0.938648958,0.013602744
2000/3/27,28.24761304,0.718239072,0.584600094,0.025848723,0.186137519,27.82296411,29.99150127,13.66535113,28.54257583,67.95517527,52.84504308,1.233574069,-0.022131967
2000/3/28,26.98072201,0.616858924,0.490263855,0.026282609,0.155834385,25.11642831,30.65137746,15.72501951,28.71561214,65.61357507,47.45509525,1.102413332,0.036820317
2000/3/29,25.12674024,0.467123076,0.648419794,0.027402695,0.206650818,29.03195516,30.02233451,14.85354269,25.86105138,66.44552277,50.74083504,1.124056159,0.026988376
2000/3/30,27.37919073,0.448894792,0.416253012,0.021729168,0.211495889,29.01187452,30.58808,14.92804522,27.23810705,67.40338314,46.98342927,1.018764479,0.060648529
2000/3/31,26.48041578,0.426278324,0.445641161,0.02523,0.177615039,26.1216038,29.73771915,14.85725167,29.4442287,65.15033687,53.80421618,1.125668151,-0.012958379
2000/4/1,28.36259267,0.655521419,0.591894203,0.023086335,0.22048621,31.5456713,29.78758551,15.11749997,30.22568851,66.55486744,50.57589709,1.035799918,0.005643032
2000/4/2,24.75466841,0.71005194,0.610525849,0.03574374,0.169565285,29.21225518,30.50031201,14.14042461,30.4370011,67.39286283,52.43900373,0.922571227,0.007974266
2000/4/3,25.56317725,0.778482707,0.428754689,0.032488431,0.183990269,28.36669305,29.82755546,15.52772533,28.03560526,69.02438756,51.00587685,1.032279499,-0.008974726
2000/4/4,25.42400411,0.674271843,0.517732188,0.033238078,0.202601273,28.2475515,31.65568793,13.96464355,28.58207374,65.4920124,49.83801384,1.288170368,0.013113519
2000/4/5,23.11026795,0.707384342,0.494692401,0.03235583,0.168483104,28.95268531,30.47465926,14.56411209,29.00055149,65.57090069,50.67575752,1.007752309,0.015388557
2000/4/6,26.91025472,0.52688925,0.50701456,0.030467907,0.151837252,24.7648839,30.08453073,16.15223728,28.78976618,67.25367218,54.42397059,1.165693135,0.015402333
2000/4/7,26.83453076,0.467195653,0.654610515,0.036257515,0.147684236,27.28287133,30.65725651,15.58175145,30.80871931,66.67201876,48.16004569,1.154023287,-0.008960985
2000/4/8,26.28181648,0.67499409,0.63014397,0.026987418,0.213949451,27.68182036,29.72027833,15.85995164,27.03914366,66.1052946,43.85711452,1.060932589,-0.005416445
2000/4/9,25.76417563,0.630213644,0.555263424,0.030198063,0.167219701,26.02468434,30.731543,17.17663057,27.3391672,68.94150956,48.44803772,1.222954425,-0.01623943
2000/4/10,23.21423685,0.598084668,0.500896631,0.033063925,0.173413785,27.85445642,30.71152973,15.18994165,28.94591774,63.57131434,47.34823087,0.655725069,-0.021797356
2000/4/11,25.36237721,0.627074728,0.417960738,0.023808036,0.15668705,29.47684005,30.96965909,15.26285827,26.93069456,63.99876826,53.01915126,0.705572124,-0.001018771
2000/4/12,25.5306712,0.62042744,0.703791534,0.043578513,0.193876386,25.97891943,29.74900252,15.00595896,25.92066136,63.59026151,50.03992474,1.233478197,0.046792334
2000/4/13,24.5382312,0.719913202,0.618339427,0.029848533,0.162663104,26.75604151,29.18568092,14.84496546,26.68922044,68.30037412,52.65301143,0.881671691,0.062598989
2000/4/14,25.92247232,0.721069868,0.484312587,0.030356125,0.167901049,25.13521921,29.62700116,14.33510935,29.05113981,67.17397781,50.58073611,0.994119033,0.040661251
2000/4/15,27.14333415,0.64331845,0.631495198,0.035345461,0.18216948,23.09078115,29.86367992,15.31913582,30.70016199,64.08239308,50.52026421,1.236848024,-0.013117023
2000/4/16,30.34405069,0.674551208,0.549990053,0.033815293,0.157566092,28.51901663,31.26768496,15.56273318,30.73950782,66.12825415,50.92470905,1.007134958,0.013248221
2000/4/17,26.64778,0.640195221,0.527608693,0.029891102,0.173542877,26.8167366,31.64792841,15.61282351,32.50807127,66.28461143,54.35283569,1.227817637,-0.061005388
2000/4/18,26.82696186,0.539197347,0.602148016,0.03030305,0.202065754,26.97183154,30.31488028,15.30142588,29.70146075,62.7075543,50.98353231,0.920060641,-0.003773264
2000/4/19,26.11000555,0.665309442,0.480718422,0.022989349,0.18449228,24.78364592,30.07334037,16.07613607,29.95551516,66.63870707,53.38683315,1.068786246,-0.010838381
2000/4/20,22.12712794,0.442539477,0.521763051,0.027230407,0.179120538,26.47874191,29.81449086,15.27002858,29.03661351,64.39917969,53.22011022,0.9861747,0.057616288
2000/4/21,26.21351627,0.696101473,0.569770796,0.032035309,0.180642002,29.19103338,30.66070706,14.87563023,29.12835226,67.48870858,50.07232253,1.198346769,0.008793387
2000/4/22,26.40084281,0.463249169,0.505696268,0.0317072,0.169743785,26.87291429,31.64329559,14.41026286,33.43834543,64.44936211,50.30508003,0.938815413,0.002450129
2000/4/23,31.59022145,0.616556032,0.626282417,0.035185642,0.212782507,26.93291531,31.3531563,13.8511357,30.00300976,66.68934513,49.51356353,0.834737949,-0.001154447
2000/4/24,25.85536435,0.499430831,0.750113496,0.029181431,0.162111025,27.31020517,30.886408,16.55638811,30.16715339,68.45268543,53.84008799,0.908303506,-0.007883127
2000/4/25,26.92197464,0.64426798,0.479397549,0.023512328,0.180570937,24.25559628,30.87583635,14.61516077,27.3470631,67.9279678,48.04638421,0.914874759,0.016995877
2000/4/26,26.19581267,0.583444023,0.385405492,0.034449763,0.178840563,28.19320309,30.66619641,14.41145039,30.28451266,67.16158431,48.61441423,0.881712573,-0.019122567
2000/4/27,23.74697739,0.421799881,0.350668798,0.036147466,0.194966627,24.21579084,30.03250547,14.86822628,30.75266125,66.19662567,49.7781037,0.875555058,0.017549801
2000/4/28,28.73873508,0.630526287,0.541709286,0.033740509,0.196670131,24.88340928,29.53594339,14.99331287,31.60616931,63.87028409,47.50695486,1.143705352,0.044227795
2000/4/29,27.89459648,0.527106271,0.488801999,0.028988405,0.176187381,24.65155096,30.05157999,16.71648633,30.69931922,65.61000954,48.95745875,1.186080899,0.00432324
2000/4/30,27.9790318,0.678211519,0.578686714,0.03439452,0.182009725,26.50048633,30.37084137,14.94858327,29.27014765,65.95941066,53.45689281,1.035613778,-0.008593077
2000/5/1,24.30692343,0.58709471,0.570920029,0.045065715,0.182692998,26.12555903,29.01933309,17.61081281,29.18954184,65.84165436,52.19444785,0.881685987,-0.001362762
2000/5/2,29.30015157,0.627908358,0.391794083,0.030236024,0.135767924,26.86858516,29.95638474,15.30082662,29.37336206,63.81548891,49.40171975,0.891061415,0.037237663
2000/5/3,23.24343302,0.487788809,0.369951283,0.023850428,0.148094317,24.95609703,29.47154834,17.09270568,29.71188826,67.04232939,52.58887553,0.670538365,0.005127216
2000/5/4,27.53810988,0.525924468,0.587775308,0.02709696,0.165847697,28.99831353,30.79697705,16.04715297,31.90328816,64.39365457,55.92062403,1.033800607,-0.017517202
2000/5/5,31.00113058,0.539459475,0.571212188,0.032519819,0.166631954,28.63557155,29.67054847,15.56811675,31.53503281,68.86513107,51.31325945,0.876442675,0.025378314
2000/5/6,24.13167993,0.675680003,0.513294785,0.022538895,0.155125964,26.50347228,30.30303499,16.66195294,30.93126262,66.57269978,54.1974206,1.195453634,-0.020583366
2000/5/7,25.04783632,0.760671437,0.386229158,0.030478807,0.190290137,25.85918651,29.56225921,16.25238075,33.3414046,67.93567852,52.71588545,0.773447102,-0.006145662
2000/5/8,26.48597402,0.503571504,0.605881554,0.031422774,0.176803333,25.64553937,31.2176062,15.81410337,24.49348139,67.90178696,49.7307147,0.889828828,0.007848153
2000/5/9,25.18350254,0.698478924,0.688489345,0.036590654,0.172891288,26.21506147,28.84129815,17.32693789,28.64071102,69.73715573,51.01158707,0.963410148,-0.023497707
2000/5/10,22.9220681,0.362259353,0.58592289,0.035584064,0.154099784,23.90894202,30.40938495,14.79554319,29.48819099,66.62821941,51.86852668,1.046470788,-0.053124938
2000/5/11,26.41883768,0.463283711,0.469782353,0.033589875,0.175961369,24.84111655,29.14639988,14.34920212,28.240051,65.6904111,48.55716584,1.244604338,0.014511851
2000/5/12,23.97669604,0.487663549,0.561834246,0.020042301,0.129370757,28.69077122,29.69963638,14.63567801,27.75375212,65.72201787,43.7010876,0.774585056,-0.065389542
2000/5/13,27.29351133,0.446887708,0.416261707,0.033842582,0.173824822,27.50966449,30.21511825,16.81875008,26.26682214,68.78313621,48.32506278,0.93284307,-0.027113654
2000/5/14,24.2852487,0.422956427,0.666412104,0.032878001,0.177905159,30.32850301,30.25054205,16.54770873,28.92157022,64.1652133,44.87613405,0.766033264,0.024456642
2000/5/15,29.61790517,0.629728779,0.56568258,0.030866095,0.181130081,26.23822599,30.23174589,14.77138949,31.19774393,64.89013827,48.54027712,1.094566441,0.01359694
2000/5/16,24.57931406,0.564787948,0.374773229,0.021977627,0.148543378,26.10639139,30.17589978,13.12688365,30.97096662,66.71858399,46.05010913,0.881750469,-0.003861801
2000/5/17,25.57527199,0.626249737,0.526208879,0.026244487,0.180821571,26.00826192,29.60417099,15.05852513,28.08916838,66.0794503,52.79017412,0.962263448,-0.026173838
2000/5/18,28.02758944,0.658464765,0.605046738,0.024498945,0.157974137,26.19598064,29.9483861,14.33270606,29.92538519,67.91662832,47.41723199,0.952049581,-0.012122898
2000/5/19,23.61268419,0.614465481,0.522868147,0.020703155,0.162105383,25.47503651,30.0893652,14.79954952,32.07314707,64.13494819,51.91495891,0.994787745,0.018355035
2000/5/20,26.76198058,0.655077273,0.52876589,0.02970765,0.189719041,27.44445539,30.20731865,14.29571953,26.63900854,66.22022011,52.49451175,0.954418386,-0.003088463
2000/5/21,29.09358908,0.579756453,0.430885547,0.026150292,0.213106592,26.93274673,30.01925688,13.7966935,29.20953478,66.02334945,52.32495659,0.833645068,-0.036449009
2000/5/22,22.79936397,0.464028951,0.615700451,0.041469432,0.177691797,25.79244681,30.59219419,16.93644896,30.05049288,64.57184253,45.63101821,0.990138918,-0.025702896
2000/5/23,26.66949635,0.696507712,0.490318478,0.02896541,0.16202192,29.5179965,30.1338539,14.6289922,29.52839082,67.77072154,53.42193168,0.859904795,-0.012231999
2000/5/24,26.83199875,0.525947262,0.334704122,0.035510484,0.180169368,30.8834195,30.21161643,16.51346623,31.11580006,66.17949301,51.59256323,1.098211748,0.0120173
2000/5/25,27.95914452,0.490064361,0.518925124,0.022698683,0.193708399,29.33908409,29.79090072,15.04456835,26.68100811,66.11014997,52.59261819,0.986067815,0.004078837
2000/5/26,23.59954044,0.568531728,0.658485656,0.027348445,0.187970024,28.05189444,29.30836397,14.22704509,27.61010669,64.97773237,55.26413098,0.823564366,-0.036790698
2000/5/27,23.41920685,0.49242408,0.517307857,0.030154332,0.226260224,28.48270927,30.17754221,15.70118727,30.79743362,65.72352574,52.56674311,1.334054405,0.041665526
2000/5/28,27.39792279,0.543727121,0.736586647,0.025656536,0.16385798,30.7984449,30.93645589,14.89203137,26.29502624,64.65483773,47.41708839,1.223262131,-0.021557731
2000/5/29,26.91212141,0.622588636,0.601503715,0.027831269,0.181316226,28.47964091,30.3863462,15.057396,31.04240699,67.74630043,52.19933913,1.339474903,0.01425784
2000/5/30,26.81172088,0.623032695,0.59219459,0.028745325,0.204712874,25.63320941,29.47762763,15.37382816,30.35890719,68.02348948,46.5810399,0.926776746,-0.027742923
2000/5/31,27.01893945,0.493975541,0.543986769,0.028673914,0.203580492,27.70103373,30.65353855,14.51343867,30.91050699,69.08477186,50.33365184,0.853861935,0.075996617
2000/6/1,24.80223936,0.536449239,0.550189983,0.0380227,0.141579052,28.19600361,29.82514658,13.78626738,28.6232792,67.04170406,49.18685324,1.097017357,0.040998816
2000/6/2,26.77233286,0.698218449,0.530052937,0.03141333,0.176704527,24.76684103,30.58143352,15.1974787,30.4722485,65.77377732,50.52410499,1.141677805,-0.022511017
2000/6/3,26.90367289,0.638366049,0.526044281,0.031866596,0.203550929,26.26840235,29.80088335,16.11006815,27.29574955,65.56103628,46.56560572,1.006702024,0.003591771
2000/6/4,24.7281098,0.801857151,0.61201912,0.032135752,0.22892217,29.19906817,30.32110778,14.4330931,28.72673374,67.13450181,46.86558283,0.66597218,-0.030219386
2000/6/5,30.29997166,0.709174902,0.460664391,0.032462314,0.189463988,23.01355711,29.69303387,15.38196923,29.57809988,66.65934492,49.32719057,0.832249464,-0.009853182
2000/6/6,27.29403068,0.705463715,0.446210746,0.029349761,0.170127601,24.22588092,29.7113651,16.59692295,27.81229447,66.04434339,49.9180361,1.040142661,0.01371029
